frame_number,timestamp_seconds,objects_detected,active_tracks,processing_time_ms,fps,contour_count_raw,contour_count_filtered,inference_time_ms,class_counts,roi_objects,roi_class_counts,entered,exited,circle_count,rectangle_count,triangle_count,other_count,active_vehicles,vehicle_class_counts,direction_a,direction_b,total_crossings,line_orientation
275,10.96,20,20,37.61509998003021,26.58506824469158,,,33.538400020916015,"{""car"": 15, ""truck"": 5}",20,"{""car"": 15, ""truck"": 5}",1,5,0,0,0,0,20,"{""car"": 15, ""truck"": 5, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
276,11.0,22,22,39.78529997402802,25.13491165462629,,,35.21960001671687,"{""car"": 17, ""truck"": 5}",22,"{""car"": 17, ""truck"": 5}",1,5,0,0,0,0,22,"{""car"": 17, ""truck"": 5, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
277,11.04,20,20,37.946199998259544,26.35309991635174,,,33.60530000645667,"{""car"": 15, ""truck"": 5}",20,"{""car"": 15, ""truck"": 5}",1,5,0,0,0,0,20,"{""car"": 15, ""truck"": 5, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
278,11.08,21,21,38.223400013521314,26.161984534244876,,,34.59960001055151,"{""car"": 16, ""truck"": 5}",21,"{""car"": 16, ""truck"": 5}",1,5,0,0,0,0,21,"{""car"": 16, ""truck"": 5, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
279,11.12,22,22,38.912000018171966,25.699013145893257,,,34.73970002960414,"{""car"": 18, ""truck"": 4}",22,"{""car"": 18, ""truck"": 4}",1,5,0,0,0,0,22,"{""car"": 18, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
280,11.16,22,22,37.87269996246323,26.404243716215902,,,33.5821999469772,"{""car"": 18, ""truck"": 4}",22,"{""car"": 18, ""truck"": 4}",1,5,0,0,0,0,22,"{""car"": 18, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
281,11.2,20,20,37.39289997611195,26.743044819707464,,,33.27529999660328,"{""car"": 16, ""truck"": 4}",20,"{""car"": 16, ""truck"": 4}",1,5,0,0,0,0,20,"{""car"": 16, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
282,11.24,21,21,38.754999986849725,25.803122186538978,,,34.360499994363636,"{""car"": 17, ""truck"": 4}",21,"{""car"": 17, ""truck"": 4}",1,5,0,0,0,0,21,"{""car"": 17, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
283,11.28,22,22,38.41610002564266,26.030752713901258,,,33.875800028909,"{""car"": 18, ""truck"": 4}",22,"{""car"": 18, ""truck"": 4}",1,5,0,0,0,0,22,"{""car"": 18, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
284,11.32,21,21,38.36340003181249,26.06651128864385,,,33.929700031876564,"{""car"": 17, ""truck"": 4}",21,"{""car"": 17, ""truck"": 4}",1,5,0,0,0,0,21,"{""car"": 17, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
285,11.36,23,23,38.614400022197515,25.897074651558725,,,35.10850004386157,"{""car"": 19, ""truck"": 4}",23,"{""car"": 19, ""truck"": 4}",1,5,0,0,0,0,23,"{""car"": 19, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
286,11.4,21,21,39.01539999060333,25.630904725847877,,,34.60399998584762,"{""car"": 17, ""truck"": 4}",21,"{""car"": 17, ""truck"": 4}",1,5,0,0,0,0,21,"{""car"": 17, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
287,11.44,22,22,39.45679997559637,25.34417389698328,,,35.10039998218417,"{""car"": 17, ""truck"": 4, ""bus"": 1}",22,"{""car"": 17, ""truck"": 4, ""bus"": 1}",1,5,0,0,0,0,22,"{""car"": 17, ""truck"": 4, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
288,11.48,23,23,39.420199987944216,25.367704890026626,,,34.93090003030375,"{""car"": 17, ""truck"": 5, ""bus"": 1}",23,"{""car"": 17, ""truck"": 5, ""bus"": 1}",1,5,0,0,0,0,23,"{""car"": 17, ""truck"": 5, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
289,11.52,21,21,36.3433999591507,27.51531230220566,,,32.79100003419444,"{""car"": 16, ""truck"": 4, ""bus"": 1}",21,"{""car"": 16, ""truck"": 4, ""bus"": 1}",1,5,0,0,0,0,21,"{""car"": 16, ""truck"": 4, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
290,11.56,20,20,37.83260000636801,26.4322304000169,,,33.84469996672124,"{""car"": 16, ""truck"": 4}",20,"{""car"": 16, ""truck"": 4}",1,5,0,0,0,0,20,"{""car"": 16, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
291,11.6,22,22,39.91640004096553,25.052359405500418,,,35.71530000772327,"{""car"": 16, ""truck"": 4, ""bus"": 2}",22,"{""car"": 16, ""truck"": 4, ""bus"": 2}",1,5,0,0,0,0,22,"{""car"": 16, ""truck"": 4, ""bus"": 2, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
292,11.64,20,20,37.81389998039231,26.4453018736108,,,34.22079997835681,"{""car"": 15, ""truck"": 3, ""bus"": 2}",20,"{""car"": 15, ""truck"": 3, ""bus"": 2}",1,5,0,0,0,0,20,"{""car"": 15, ""truck"": 3, ""bus"": 2, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
293,11.68,20,20,37.017000024206936,27.01461488899854,,,32.82990003935993,"{""car"": 16, ""truck"": 3, ""bus"": 1}",20,"{""car"": 16, ""truck"": 3, ""bus"": 1}",1,5,0,0,0,0,20,"{""car"": 16, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
294,11.72,19,19,37.363899988122284,26.76380143180698,,,33.35699997842312,"{""car"": 15, ""bus"": 2, ""truck"": 2}",19,"{""car"": 15, ""bus"": 2, ""truck"": 2}",1,5,0,0,0,0,19,"{""car"": 15, ""truck"": 2, ""bus"": 2, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
295,11.76,20,20,36.51160001754761,27.388555952612222,,,33.05900003761053,"{""car"": 15, ""bus"": 3, ""truck"": 2}",20,"{""car"": 15, ""bus"": 3, ""truck"": 2}",1,5,0,0,0,0,20,"{""car"": 15, ""truck"": 2, ""bus"": 3, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
296,11.8,20,20,39.7067999583669,25.18460316743009,,,34.99199997168034,"{""car"": 15, ""bus"": 3, ""truck"": 2}",20,"{""car"": 15, ""bus"": 3, ""truck"": 2}",1,5,0,0,0,0,20,"{""car"": 15, ""truck"": 2, ""bus"": 3, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
297,11.84,22,22,38.648300047498196,25.874359254378966,,,34.16529996320605,"{""car"": 17, ""truck"": 3, ""bus"": 2}",22,"{""car"": 17, ""truck"": 3, ""bus"": 2}",1,5,0,0,0,0,22,"{""car"": 17, ""truck"": 3, ""bus"": 2, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
298,11.88,20,20,37.38850000081584,26.74619201032883,,,34.09640002064407,"{""car"": 16, ""truck"": 3, ""bus"": 1}",20,"{""car"": 16, ""truck"": 3, ""bus"": 1}",1,5,0,0,0,0,20,"{""car"": 16, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
299,11.92,19,19,38.32029999466613,26.09582910726669,,,34.24390003783628,"{""car"": 15, ""truck"": 3, ""bus"": 1}",19,"{""car"": 15, ""truck"": 3, ""bus"": 1}",1,5,0,0,0,0,19,"{""car"": 15, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
300,11.96,19,19,38.337200006935745,26.084325402457292,,,34.356200019828975,"{""car"": 15, ""truck"": 3, ""bus"": 1}",19,"{""car"": 15, ""truck"": 3, ""bus"": 1}",1,5,0,0,0,0,19,"{""car"": 15, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,5,6,horizontal
301,12.0,22,22,38.392000016756356,26.047093133036718,,,33.94649998517707,"{""car"": 17, ""truck"": 3, ""bus"": 2}",22,"{""car"": 17, ""truck"": 3, ""bus"": 2}",1,6,0,0,0,0,22,"{""car"": 17, ""truck"": 3, ""bus"": 2, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
302,12.04,19,19,39.58059998694807,25.264902511072485,,,35.3836000431329,"{""car"": 15, ""truck"": 3, ""bus"": 1}",19,"{""car"": 15, ""truck"": 3, ""bus"": 1}",1,6,0,0,0,0,19,"{""car"": 15, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
303,12.08,19,19,39.02720002224669,25.62315511822446,,,34.6191999851726,"{""car"": 15, ""truck"": 3, ""bus"": 1}",19,"{""car"": 15, ""truck"": 3, ""bus"": 1}",1,6,0,0,0,0,19,"{""car"": 15, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
304,12.12,19,19,40.300399996340275,24.813649494566086,,,36.15719999652356,"{""car"": 14, ""truck"": 4, ""bus"": 1}",19,"{""car"": 14, ""truck"": 4, ""bus"": 1}",1,6,0,0,0,0,19,"{""car"": 14, ""truck"": 4, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
305,12.16,20,20,38.171199965290725,26.197761687065256,,,33.91359996749088,"{""car"": 16, ""truck"": 4}",20,"{""car"": 16, ""truck"": 4}",1,6,0,0,0,0,20,"{""car"": 16, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
306,12.2,20,20,38.93560002325103,25.683436222963913,,,34.79439998045564,"{""car"": 15, ""truck"": 4, ""bus"": 1}",20,"{""car"": 15, ""truck"": 4, ""bus"": 1}",1,6,0,0,0,0,20,"{""car"": 15, ""truck"": 4, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
307,12.24,18,18,36.32429998833686,27.52978034872203,,,33.09660003287718,"{""car"": 14, ""truck"": 3, ""bus"": 1}",18,"{""car"": 14, ""truck"": 3, ""bus"": 1}",1,6,0,0,0,0,18,"{""car"": 14, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
308,12.28,17,17,39.146199997048825,25.54526365459198,,,35.10469995671883,"{""car"": 14, ""truck"": 2, ""bus"": 1}",17,"{""car"": 14, ""truck"": 2, ""bus"": 1}",1,6,0,0,0,0,17,"{""car"": 14, ""truck"": 2, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
309,12.32,19,19,39.261900004930794,25.46998489310025,,,35.061300033703446,"{""car"": 15, ""truck"": 3, ""bus"": 1}",19,"{""car"": 15, ""truck"": 3, ""bus"": 1}",1,6,0,0,0,0,19,"{""car"": 15, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
310,12.36,20,20,38.18949998822063,26.18520798409105,,,33.99590001208708,"{""car"": 16, ""truck"": 3, ""bus"": 1}",20,"{""car"": 16, ""truck"": 3, ""bus"": 1}",1,6,0,0,0,0,20,"{""car"": 16, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
311,12.4,18,18,39.13630003808066,25.551725610928305,,,35.69360001711175,"{""car"": 15, ""truck"": 3}",18,"{""car"": 15, ""truck"": 3}",1,6,0,0,0,0,18,"{""car"": 15, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
312,12.44,17,17,37.015800015069544,27.015490671358958,,,33.120399981271476,"{""car"": 14, ""truck"": 3}",17,"{""car"": 14, ""truck"": 3}",1,6,0,0,0,0,17,"{""car"": 14, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
313,12.48,19,19,38.83889998542145,25.747382144585956,,,34.47359998244792,"{""car"": 15, ""truck"": 3, ""bus"": 1}",19,"{""car"": 15, ""truck"": 3, ""bus"": 1}",1,6,0,0,0,0,19,"{""car"": 15, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
314,12.52,18,18,37.0458000106737,26.993613303313147,,,32.72720001405105,"{""car"": 15, ""truck"": 3}",18,"{""car"": 15, ""truck"": 3}",1,6,0,0,0,0,18,"{""car"": 15, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
315,12.56,20,20,39.58700003568083,25.26081792251681,,,35.19450000021607,"{""car"": 16, ""truck"": 3, ""bus"": 1}",20,"{""car"": 16, ""truck"": 3, ""bus"": 1}",1,6,0,0,0,0,20,"{""car"": 16, ""truck"": 3, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
316,12.6,19,19,38.903100008610636,25.704892406483406,,,34.742999996524304,"{""car"": 16, ""truck"": 3}",19,"{""car"": 16, ""truck"": 3}",1,6,0,0,0,0,19,"{""car"": 16, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
317,12.64,22,22,39.614500012248755,25.24328212373755,,,35.37429997231811,"{""car"": 17, ""truck"": 4, ""bus"": 1}",22,"{""car"": 17, ""truck"": 4, ""bus"": 1}",1,6,0,0,0,0,22,"{""car"": 17, ""truck"": 4, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
318,12.68,21,21,38.53309998521581,25.951714250441178,,,34.04090000549331,"{""car"": 17, ""truck"": 4}",21,"{""car"": 17, ""truck"": 4}",1,6,0,0,0,0,21,"{""car"": 17, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
319,12.72,21,21,37.61459997622296,26.58542163500669,,,33.274200046435,"{""car"": 17, ""truck"": 4}",21,"{""car"": 17, ""truck"": 4}",1,6,0,0,0,0,21,"{""car"": 17, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
320,12.76,21,21,38.37510000448674,26.058564013724578,,,34.05950003070757,"{""car"": 17, ""truck"": 4}",21,"{""car"": 17, ""truck"": 4}",1,6,0,0,0,0,21,"{""car"": 17, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
321,12.8,23,23,39.663299976382405,25.212223909645747,,,35.07380001246929,"{""car"": 18, ""truck"": 4, ""bus"": 1}",23,"{""car"": 18, ""truck"": 4, ""bus"": 1}",1,6,0,0,0,0,23,"{""car"": 18, ""truck"": 4, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
322,12.84,23,23,38.574300007894635,25.92399602313819,,,34.11419998155907,"{""car"": 18, ""truck"": 4, ""bus"": 1}",23,"{""car"": 18, ""truck"": 4, ""bus"": 1}",1,6,0,0,0,0,23,"{""car"": 18, ""truck"": 4, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
323,12.88,23,23,38.387800042983145,26.049942921456598,,,33.87280000606552,"{""car"": 18, ""truck"": 4, ""bus"": 1}",23,"{""car"": 18, ""truck"": 4, ""bus"": 1}",1,6,0,0,0,0,23,"{""car"": 18, ""truck"": 4, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
324,12.92,22,22,38.67179999360815,25.85863601294185,,,34.09709996776655,"{""car"": 17, ""truck"": 4, ""bus"": 1}",22,"{""car"": 17, ""truck"": 4, ""bus"": 1}",1,6,0,0,0,0,22,"{""car"": 17, ""truck"": 4, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
325,12.96,21,21,38.599700026679784,25.90693708264076,,,34.224299946799874,"{""car"": 18, ""truck"": 3}",21,"{""car"": 18, ""truck"": 3}",1,6,0,0,0,0,21,"{""car"": 18, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
326,13.0,23,23,37.860299984458834,26.4128916149763,,,33.19570003077388,"{""car"": 18, ""truck"": 4, ""bus"": 1}",23,"{""car"": 18, ""truck"": 4, ""bus"": 1}",1,6,0,0,0,0,23,"{""car"": 18, ""truck"": 4, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
327,13.04,25,25,39.05490000033751,25.604981705019295,,,34.12530000787228,"{""car"": 19, ""truck"": 5, ""bus"": 1}",25,"{""car"": 19, ""truck"": 5, ""bus"": 1}",1,6,0,0,0,0,25,"{""car"": 19, ""truck"": 5, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
328,13.08,25,25,39.36620004242286,25.4025026271866,,,34.591900010127574,"{""car"": 19, ""truck"": 5, ""bus"": 1}",25,"{""car"": 19, ""truck"": 5, ""bus"": 1}",1,6,0,0,0,0,25,"{""car"": 19, ""truck"": 5, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
329,13.12,25,25,37.63100004289299,26.573835371373832,,,32.76229999028146,"{""car"": 18, ""truck"": 5, ""bus"": 2}",25,"{""car"": 18, ""truck"": 5, ""bus"": 2}",1,6,0,0,0,0,25,"{""car"": 18, ""truck"": 5, ""bus"": 2, ""motorcycle"": 0, ""bicycle"": 0}",1,6,7,horizontal
330,13.16,23,23,38.02400000859052,26.29917945965907,,,33.495199983008206,"{""car"": 17, ""truck"": 5, ""bus"": 1}",23,"{""car"": 17, ""truck"": 5, ""bus"": 1}",1,7,0,0,0,0,23,"{""car"": 17, ""truck"": 5, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
331,13.2,20,20,40.61980004189536,24.618535762573856,,,36.33889998309314,"{""car"": 15, ""truck"": 5}",20,"{""car"": 15, ""truck"": 5}",1,7,0,0,0,0,20,"{""car"": 15, ""truck"": 5, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
332,13.24,22,22,38.40810002293438,26.036174645527286,,,33.89920003246516,"{""car"": 17, ""truck"": 5}",22,"{""car"": 17, ""truck"": 5}",1,7,0,0,0,0,22,"{""car"": 17, ""truck"": 5, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
333,13.28,22,22,39.24620000179857,25.48017387553883,,,34.8054000060074,"{""car"": 17, ""truck"": 5}",22,"{""car"": 17, ""truck"": 5}",1,7,0,0,0,0,22,"{""car"": 17, ""truck"": 5, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
334,13.32,20,20,38.17199997138232,26.19721263621774,,,33.95709994947538,"{""car"": 15, ""truck"": 5}",20,"{""car"": 15, ""truck"": 5}",1,7,0,0,0,0,20,"{""car"": 15, ""truck"": 5, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
335,13.36,21,21,39.701799978502095,25.187774875231963,,,35.255299997515976,"{""car"": 16, ""truck"": 5}",21,"{""car"": 16, ""truck"": 5}",1,7,0,0,0,0,21,"{""car"": 16, ""truck"": 5, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
336,13.4,23,23,38.08040003059432,26.26022833784798,,,33.624200033955276,"{""car"": 17, ""bus"": 2, ""truck"": 4}",23,"{""car"": 17, ""bus"": 2, ""truck"": 4}",1,7,0,0,0,0,23,"{""car"": 17, ""truck"": 4, ""bus"": 2, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
337,13.44,22,22,38.062899955548346,26.27230193095763,,,33.76129997195676,"{""car"": 16, ""bus"": 2, ""truck"": 4}",22,"{""car"": 16, ""bus"": 2, ""truck"": 4}",1,7,0,0,0,0,22,"{""car"": 16, ""truck"": 4, ""bus"": 2, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
338,13.48,23,23,37.66279999399558,26.551398200862014,,,32.97000000020489,"{""car"": 17, ""bus"": 2, ""truck"": 4}",23,"{""car"": 17, ""bus"": 2, ""truck"": 4}",1,7,0,0,0,0,23,"{""car"": 17, ""truck"": 4, ""bus"": 2, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
339,13.52,23,23,38.67699997499585,25.85515941377269,,,34.3523999908939,"{""car"": 17, ""bus"": 2, ""truck"": 4}",23,"{""car"": 17, ""bus"": 2, ""truck"": 4}",1,7,0,0,0,0,23,"{""car"": 17, ""truck"": 4, ""bus"": 2, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
340,13.56,23,23,38.149200030602515,26.21286944936775,,,34.499799949117005,"{""car"": 17, ""truck"": 5, ""bus"": 1}",23,"{""car"": 17, ""truck"": 5, ""bus"": 1}",1,7,0,0,0,0,23,"{""car"": 17, ""truck"": 5, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
341,13.6,24,24,37.765500019304454,26.479193959800178,,,33.18009997019544,"{""car"": 17, ""truck"": 5, ""bus"": 2}",24,"{""car"": 17, ""truck"": 5, ""bus"": 2}",1,7,0,0,0,0,24,"{""car"": 17, ""truck"": 5, ""bus"": 2, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
342,13.64,23,23,46.465099963825196,21.521529078352078,,,41.87770001590252,"{""car"": 18, ""truck"": 5}",23,"{""car"": 18, ""truck"": 5}",1,7,0,0,0,0,23,"{""car"": 18, ""truck"": 5, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
343,13.68,24,24,38.22250000666827,26.162600557931604,,,33.602100040297955,"{""car"": 19, ""truck"": 4, ""bus"": 1}",24,"{""car"": 19, ""truck"": 4, ""bus"": 1}",1,7,0,0,0,0,24,"{""car"": 19, ""truck"": 4, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
344,13.72,23,23,41.629299987107515,24.021542526770745,,,37.98389999428764,"{""car"": 17, ""truck"": 5, ""bus"": 1}",23,"{""car"": 17, ""truck"": 5, ""bus"": 1}",1,7,0,0,0,0,23,"{""car"": 17, ""truck"": 5, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
345,13.76,22,22,40.571500023361295,24.64784391565987,,,36.18090000236407,"{""car"": 18, ""truck"": 4}",22,"{""car"": 18, ""truck"": 4}",1,7,0,0,0,0,22,"{""car"": 18, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
346,13.8,22,22,41.08909994829446,24.337354706196436,,,36.74199996748939,"{""car"": 17, ""truck"": 4, ""bus"": 1}",22,"{""car"": 17, ""truck"": 4, ""bus"": 1}",1,7,0,0,0,0,22,"{""car"": 17, ""truck"": 4, ""bus"": 1, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
347,13.84,23,23,41.40490002464503,24.151730819414606,,,36.35219996795058,"{""car"": 17, ""truck"": 4, ""bus"": 2}",23,"{""car"": 17, ""truck"": 4, ""bus"": 2}",1,7,0,0,0,0,23,"{""car"": 17, ""truck"": 4, ""bus"": 2, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
348,13.88,24,24,43.85120002552867,22.804393024998955,,,39.30240002227947,"{""car"": 18, ""bus"": 3, ""truck"": 3}",24,"{""car"": 18, ""bus"": 3, ""truck"": 3}",1,7,0,0,0,0,24,"{""car"": 18, ""truck"": 3, ""bus"": 3, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
349,13.92,24,24,41.851599991787225,23.89394910101969,,,37.28419996332377,"{""car"": 18, ""bus"": 3, ""truck"": 3}",24,"{""car"": 18, ""bus"": 3, ""truck"": 3}",1,7,0,0,0,0,24,"{""car"": 18, ""truck"": 3, ""bus"": 3, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
350,13.96,22,22,41.285799990873784,24.22140300590154,,,36.9020999642089,"{""car"": 18, ""bus"": 2, ""truck"": 2}",22,"{""car"": 18, ""bus"": 2, ""truck"": 2}",1,7,0,0,0,0,22,"{""car"": 18, ""truck"": 2, ""bus"": 2, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
351,14.0,22,22,41.93329997360706,23.84739576015727,,,37.92189998785034,"{""car"": 17, ""bus"": 2, ""truck"": 3}",22,"{""car"": 17, ""bus"": 2, ""truck"": 3}",1,7,0,0,0,0,22,"{""car"": 17, ""truck"": 3, ""bus"": 2, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
352,14.04,20,20,40.11870000977069,24.926031993969282,,,35.566900041885674,"{""car"": 15, ""truck"": 5}",20,"{""car"": 15, ""truck"": 5}",1,7,0,0,0,0,20,"{""car"": 15, ""truck"": 5, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
353,14.08,19,19,38.489900005515665,25.980841723587186,,,34.40150001551956,"{""car"": 16, ""truck"": 3}",19,"{""car"": 16, ""truck"": 3}",1,7,0,0,0,0,19,"{""car"": 16, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
354,14.12,22,22,38.935700024012476,25.68337025874143,,,34.542699984740466,"{""car"": 19, ""truck"": 3}",22,"{""car"": 19, ""truck"": 3}",1,7,0,0,0,0,22,"{""car"": 19, ""truck"": 3, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
355,14.16,23,23,40.601199958473444,24.629813922317354,,,36.17899998789653,"{""car"": 19, ""truck"": 4}",23,"{""car"": 19, ""truck"": 4}",1,7,0,0,0,0,23,"{""car"": 19, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",1,7,8,horizontal
356,14.2,24,24,38.00739999860525,26.3106658186747,,,34.324900014325976,"{""car"": 19, ""truck"": 5}",24,"{""car"": 19, ""truck"": 5}",2,7,0,0,0,0,24,"{""car"": 19, ""truck"": 5, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",2,7,9,horizontal
357,14.24,22,22,40.005400020163506,24.99662544296471,,,35.5748999863863,"{""car"": 18, ""truck"": 4}",22,"{""car"": 18, ""truck"": 4}",2,7,0,0,0,0,22,"{""car"": 18, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",2,7,9,horizontal
358,14.28,22,22,40.521300048567355,24.678378995773492,,,35.8983000041917,"{""car"": 18, ""truck"": 4}",22,"{""car"": 18, ""truck"": 4}",2,8,0,0,0,0,22,"{""car"": 18, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",2,8,10,horizontal
359,14.32,23,23,39.07259996049106,25.593382600880602,,,34.45470001315698,"{""car"": 19, ""truck"": 4}",23,"{""car"": 19, ""truck"": 4}",2,8,0,0,0,0,23,"{""car"": 19, ""truck"": 4, ""bus"": 0, ""motorcycle"": 0, ""bicycle"": 0}",2,8,10,horizontal
